상가업소번호,이름,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220807079800,바당,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26710,기장군,26710259,일광읍,2671025921,일광읍,2.67E+18,1,대지,140,1,부산광역시 기장군 일광읍 삼성리 140-1,2.67E+11,부산광역시 기장군 일광읍 기장해안로,1294,,,,부산광역시 기장군 일광읍 기장해안로 1294,619912,46044,,,,129.2337102,35.25941201
MA010120220813468987,피그미,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26380,사하구,26380561,하단1동,2638010300,하단동,2.64E+18,1,대지,605,13,부산광역시 사하구 하단동 605-13,2.64E+11,부산광역시 사하구 동매로,31,,2.64E+24,피그미,부산광역시 사하구 동매로 31,604850,49428,,1,,128.9617578,35.10369221
MA010120220803435364,어리틀베이크샵,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26320,북구,26320550,덕천1동,2632010400,덕천동,2.63E+18,1,대지,412,28,부산광역시 북구 덕천동 412-28,2.63E+11,부산광역시 북구 의성로115번길,15,,2.63E+24,,부산광역시 북구 의성로115번길 15,616821,46567,,1,,129.0119381,35.2106226
MA010120220806492217,이삭토스트 동대신역점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26140,서구,26140540,서대신1동,2614010500,서대신동2가,2.61E+18,1,대지,36,25,부산광역시 서구 서대신동2가 36-25,2.61E+11,부산광역시 서구 구덕로,309,1,2.61E+24,,부산광역시 서구 구덕로 309-1,602819,49227,,1,,129.016866,35.11143893
MA010120220809999604,소풍경 만덕점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26320,북구,26320572,만덕2동,2632010300,만덕동,2.63E+18,1,대지,841,,부산광역시 북구 만덕동 841,2.63E+11,부산광역시 북구 상리로18번가길,3,,2.63E+24,,부산광역시 북구 상리로18번가길 3,616827,46612,,1,,129.0359971,35.20803945
MA010120220810793479,김밥12번가,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2.65E+18,1,대지,1331,20,부산광역시 연제구 연산동 1331-20,2.65E+11,부산광역시 연제구 중앙대로,1044,,2.65E+24,,부산광역시 연제구 중앙대로 1044,611829,47599,,1,,129.0782496,35.18141313
MA010120220806847038,로얄식당,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2.62E+18,1,대지,1127,,부산광역시 부산진구 범천동 1127,2.62E+11,부산광역시 부산진구 엄광로,394,,2.62E+24,로얄,부산광역시 부산진구 엄광로 394,614832,47346,,,,129.047411,35.15095657
MA010120220805117690,민정,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26350,해운대구,26350525,우3동,2635010500,우동,2.64E+18,1,대지,1407,,부산광역시 해운대구 우동 1407,2.64E+11,부산광역시 해운대구 마린시티2로,33,,2.64E+24,해운대두산위브더제니스,부산광역시 해운대구 마린시티2로 33,612020,48119,,,,129.1460391,35.15682777
MA010120220810771312,동일떡방앗간,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26260,동래구,26260761,명장1동,2626010100,명장동,2.63E+18,1,대지,145,9,부산광역시 동래구 명장동 145-9,2.63E+11,부산광역시 동래구 명장로64번길,12,,2.63E+24,명장상가,부산광역시 동래구 명장로64번길 12,607809,47775,,,,129.1074706,35.20403146
MA010120220811434863,영분식,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26290,남구,26290610,용당동,2629010800,용당동,2.63E+18,1,대지,135,5,부산광역시 남구 용당동 135-5,2.63E+11,부산광역시 남구 신선로329번길,18,,2.63E+24,,부산광역시 남구 신선로329번길 18,608829,48548,,,,129.0939531,35.11534909
MA010120220810775109,열꼬치,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26260,동래구,26260570,온천3동,2626010800,온천동,2.63E+18,1,대지,1451,64,부산광역시 동래구 온천동 1451-64,2.63E+11,부산광역시 동래구 미남로102번길,53,,2.63E+24,,부산광역시 동래구 미남로102번길 53,607843,47826,,,,129.0723112,35.20387258
MA010120220805261555,신전떡볶이,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26350,해운대구,26350610,반송1동,2635010100,반송동,2.64E+18,1,대지,250,1607,부산광역시 해운대구 반송동 250-1607,2.64E+11,부산광역시 해운대구 아랫반송로59번길,48,,2.64E+24,,부산광역시 해운대구 아랫반송로59번길 48,612802,48020,,,,129.1522256,35.22332123
MA010120220801939842,온천꼬치,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2.63E+18,1,대지,785,8,부산광역시 동래구 온천동 785-8,2.63E+11,부산광역시 동래구 충렬대로107번길,127,,2.63E+24,,부산광역시 동래구 충렬대로107번길 127,607837,47729,,,,129.072912,35.2123872
MA010120220811434297,The떡,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26500,수영구,26500740,망미1동,2650010100,망미동,2.65E+18,1,대지,827,21,부산광역시 수영구 망미동 827-21,2.65E+11,부산광역시 수영구 연수로275번길,31,,2.65E+24,,부산광역시 수영구 연수로275번길 31,613826,48208,,1,,129.1007495,35.17454552
MA010120220810601086,공서방떡집,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26410,금정구,26410590,부곡3동,2641010900,부곡동,2.64E+18,1,대지,225,66,부산광역시 금정구 부곡동 225-66,2.64E+11,부산광역시 금정구 중앙대로1719번길,41,,2.64E+24,,부산광역시 금정구 중앙대로1719번길 41,609819,46277,,,,129.0899216,35.23768725
MA010120220810645510,잔치떡집,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2.62E+18,1,대지,267,7,부산광역시 부산진구 부전동 267-7,2.62E+11,부산광역시 부산진구 중앙대로769번길,9,,2.62E+24,동,부산광역시 부산진구 중앙대로769번길 9,614843,47251,,1,,129.0610085,35.1610803
MA010120220812322454,명인만두 거제점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26470,연제구,26470610,거제1동,2647010100,거제동,2.65E+18,1,대지,1481,,부산광역시 연제구 거제동 1481,2.65E+11,부산광역시 연제구 법원북로,34,,2.65E+24,거제현대홈타운1차,부산광역시 연제구 법원북로 34,611765,47508,,,,129.0711203,35.19243028
MA010120220810767309,안락시장떡집,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2.63E+18,1,대지,603,1,부산광역시 동래구 안락동 603-1,2.63E+11,부산광역시 동래구 충렬대로410번길,21,,2.63E+24,안락시장상가아파트,부산광역시 동래구 충렬대로410번길 21,607830,47890,,,,129.10332,35.1954977
MA010120220806360586,배스킨라빈스,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2.63E+18,1,대지,56,13,부산광역시 남구 대연동 56-13,2.63E+11,부산광역시 남구 용소로,9,,2.63E+24,,부산광역시 남구 용소로 9,608804,48512,,,,129.1006832,35.136554
MA010120220811569151,호도인,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2.64E+18,1,대지,415,101,부산광역시 금정구 구서동 415-101,2.64E+11,부산광역시 금정구 구서로,5,,2.64E+24,,부산광역시 금정구 구서로 5,609800,46243,,,,129.090225,35.24651324
MA010120220812219998,시야김밥시야떡볶이,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26410,금정구,26410590,부곡3동,2641010900,부곡동,2.64E+18,1,대지,64,23,부산광역시 금정구 부곡동 64-23,2.64E+11,부산광역시 금정구 부곡온천천로,190,,2.64E+24,퀸즈더블유장전역,부산광역시 금정구 부곡온천천로 190,609817,46274,,,,129.0905679,35.242326
MA010120220810788070,씨트론과자점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2.63E+18,1,대지,707,,부산광역시 동래구 온천동 707,2.63E+11,부산광역시 동래구 충렬대로107번길,54,,2.63E+24,동래럭키,부산광역시 동래구 충렬대로107번길 54,607753,47732,,,,129.0738648,35.20840581
MA010120220814027335,곰바람 안흥찐빵만두,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26710,기장군,26710250,기장읍,2671025033,기장읍,2.67E+18,1,대지,717,,부산광역시 기장군 기장읍 시랑리 717,2.67E+11,부산광역시 기장군 기장읍 기장해안로,172,,2.67E+24,스타테라스,부산광역시 기장군 기장읍 기장해안로 172,619902,46084,,,,129.2177682,35.1920131
MA010120220811441492,베스킨라빈스,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2.64E+18,1,대지,1321,,부산광역시 해운대구 우동 1321,2.64E+11,부산광역시 해운대구 구남로,30,,2.64E+24,,부산광역시 해운대구 구남로 30,612821,48094,,,,129.1604031,35.16142052
MA010120220814390343,고고충무김밥,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26260,동래구,26260570,온천3동,2626010800,온천동,2.63E+18,1,대지,1454,24,부산광역시 동래구 온천동 1454-24,2.63E+11,부산광역시 동래구 충렬대로126번길,19,,2.63E+24,,부산광역시 동래구 충렬대로126번길 19,607836,47823,,1,,129.0743516,35.20509924
MA010120220811623516,깜돌이스넥,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26410,금정구,26410530,서3동,2641011000,서동,2.64E+18,1,대지,194,13,부산광역시 금정구 서동 194-13,2.64E+11,부산광역시 금정구 서부로,17,,2.64E+24,,부산광역시 금정구 서부로 17,609848,46320,,,,129.1037081,35.21564962
MA010120220810588595,종로명가떡집,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26350,해운대구,26350650,재송1동,2635010400,재송동,2.64E+18,1,대지,1200,,부산광역시 해운대구 재송동 1200,2.64E+11,부산광역시 해운대구 센텀중앙로,145,,2.64E+24,더샵센텀파크1차,부산광역시 해운대구 센텀중앙로 145,612712,48050,,,,129.1235916,35.17676038
MA010120220811437318,조선스낵,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26500,수영구,26500760,광안1동,2650010400,광안동,2.65E+18,1,대지,129,23,부산광역시 수영구 광안동 129-23,2.65E+11,부산광역시 수영구 무학로52번길,36,1,2.65E+24,,부산광역시 수영구 무학로52번길 36-1,613802,48292,,,,129.1198421,35.1595871
MA010120220809592903,언더베이크,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26140,서구,26140640,충무동,2614011400,토성동3가,2.61E+18,1,대지,13,4,부산광역시 서구 토성동3가 13-4,2.61E+11,부산광역시 서구 구덕로,168,,2.61E+24,,부산광역시 서구 구덕로 168,602053,49246,,1,,129.0199614,35.09955492
MA010120220810448422,코끼리분식,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26140,서구,26140640,충무동,2614012200,충무동3가,2.61E+18,1,대지,12,,부산광역시 서구 충무동3가 12,2.61E+11,부산광역시 서구 천마로,205,,2.61E+24,,부산광역시 서구 천마로 205,602013,49252,,,,129.0219168,35.093926
MA010120220808906201,꽃시루수제떡 전문점,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2.64E+18,1,대지,403,,부산광역시 해운대구 좌동 403,2.64E+11,부산광역시 해운대구 좌동로,116,,2.64E+24,,부산광역시 해운대구 좌동로 116,612835,48107,,1,,129.17742,35.17325406
MA010120220810568673,파리바게트 문현점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26290,남구,26290700,문현3동,2629010900,문현동,2.63E+18,1,대지,244,5,부산광역시 남구 문현동 244-5,2.63E+11,부산광역시 남구 수영로,37,,2.63E+24,일부,부산광역시 남구 수영로 37,608823,48419,,1,,129.0721645,35.13712631
MA010120220811581260,공원식당,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26410,금정구,26410555,금사회동동,2641011100,금사동,2.64E+18,1,대지,108,1,부산광역시 금정구 금사동 108-1,2.64E+11,부산광역시 금정구 공단서로,6,,2.64E+24,,부산광역시 금정구 공단서로 6,609809,46332,,,,129.1115292,35.21533318
MA010120220810519095,이삭토스트,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26290,남구,26290680,문현1동,2629010900,문현동,2.63E+18,1,대지,127,55,부산광역시 남구 문현동 127-55,2.63E+11,부산광역시 남구 고동골로,70,,2.63E+24,,부산광역시 남구 고동골로 70,608821,48416,,,,129.0713127,35.14334087
MA010120220809686402,남포원조꼬마김밥,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26110,중구,26110560,부평동,2611012300,부평동1가,2.61E+18,1,대지,49,4,부산광역시 중구 부평동1가 49-4,2.61E+11,부산광역시 중구 비프광장로,11,,2.61E+24,,부산광역시 중구 비프광장로 11,600805,48980,,,,129.0264058,35.09853715
MA010120220814261373,오빠막창 해운대점,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,26,부산광역시,26350,해운대구,26350540,중2동,2635010600,중동,2.64E+18,1,대지,1515,2,부산광역시 해운대구 중동 1515-2,2.64E+11,부산광역시 해운대구 달맞이길65번길,12,12,2.64E+24,경동메르빌,부산광역시 해운대구 달맞이길65번길 12-12,612883,48117,,,,129.1740427,35.16017615
MA010120220808027261,뚜레쥬르 부산개금백병원,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26230,부산진구,26230750,개금2동,2623011100,개금동,2.62E+18,1,대지,633,165,부산광역시 부산진구 개금동 633-165,2.62E+11,부산광역시 부산진구 복지로,75,,2.62E+24,인제대학교부산백병원,부산광역시 부산진구 복지로 75,614735,47392,,1,,129.0205714,35.14645087
MA010120220810523033,세원베이커리,I2,음식,I210,기타 간이,I21001,빵/도넛,G47992,계약배달 판매업,26,부산광역시,26380,사하구,26380571,신평1동,2638010400,신평동,2.64E+18,1,대지,99,1,부산광역시 사하구 신평동 99-1,2.64E+11,부산광역시 사하구 다대로,110,,2.64E+24,신동화빌리지,부산광역시 사하구 다대로 110,604833,49440,,,,128.9775938,35.09284591
MA010120220813233959,하하하,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26380,사하구,26380630,감천2동,2638010800,감천동,2.64E+18,1,대지,2,366,부산광역시 사하구 감천동 2-366,2.64E+11,부산광역시 사하구 감내2로,161,,2.64E+24,,부산광역시 사하구 감내2로 161,604800,49363,,,,129.0094433,35.09900883
MA010120220808365700,로완,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,26,부산광역시,26410,금정구,26410600,장전1동,2641010800,장전동,2.64E+18,1,대지,47,2,부산광역시 금정구 장전동 47-2,2.64E+11,부산광역시 금정구 금강로279번길,42,,2.64E+24,남정빌라,부산광역시 금정구 금강로279번길 42,609836,46287,,1,,129.0835796,35.23408391
MA010120220810428784,프로방스베이커리,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26200,영도구,26200585,신선동,2620011300,신선동2가,2.62E+18,1,대지,95,13,부산광역시 영도구 신선동2가 95-13,2.62E+11,부산광역시 영도구 하나길,449,,2.62E+24,,부산광역시 영도구 하나길 449,606814,49071,,,,129.0461859,35.08665177
MA010120220810164010,모리,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,26,부산광역시,26410,금정구,26410690,구서2동,2641010700,구서동,2.64E+18,1,대지,158,3,부산광역시 금정구 구서동 158-3,2.64E+11,부산광역시 금정구 두실로,25,,2.64E+24,,부산광역시 금정구 두실로 25,609802,46229,,,,129.0884559,35.26061967
MA010120220810609663,찰떡궁합,I2,음식,I210,기타 간이,I21002,떡/한과,I56191,제과점업,26,부산광역시,26200,영도구,26200530,남항동,2620010500,남항동1가,2.62E+18,1,대지,200,9,부산광역시 영도구 남항동1가 200-9,2.62E+11,부산광역시 영도구 절영로49번길,33,,2.62E+24,,부산광역시 영도구 절영로49번길 33,606801,49053,,,,129.0403135,35.08945429
MA010120220812833960,써브웨이 부산명륜점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2.63E+18,1,대지,681,35,부산광역시 동래구 명륜동 681-35,2.63E+11,부산광역시 동래구 명륜로187번길,49,,2.63E+24,,부산광역시 동래구 명륜로187번길 49,607806,47743,,1,,129.0800032,35.21101293
MA010120220810700496,냉정떡방앗간,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26530,사상구,26530660,주례2동,2653010600,주례동,2.65E+18,1,대지,166,181,부산광역시 사상구 주례동 166-181,2.65E+11,부산광역시 사상구 주례로28번길,25,,2.65E+24,,부산광역시 사상구 주례로28번길 25,617835,47008,,,,129.0101215,35.14848115
MA010120220805621397,디오희,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2.64E+18,1,대지,1259,11,부산광역시 해운대구 중동 1259-11,2.64E+11,부산광역시 해운대구 해운대해변로357번길,10,,2.64E+24,,부산광역시 해운대구 해운대해변로357번길 10,612848,48096,,,,129.1684692,35.16475475
MA010120220807082415,이모밥집,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26320,북구,26320550,덕천1동,2632010400,덕천동,2.63E+18,1,대지,375,9,부산광역시 북구 덕천동 375-9,2.63E+11,부산광역시 북구 만덕대로,125,,2.63E+24,대진상가아파트,부산광역시 북구 만덕대로 125,616814,46554,,,,129.0183644,35.21339932
MA010120220805988529,김밥플러스,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2.63E+18,1,대지,599,33,부산광역시 동래구 안락동 599-33,2.63E+11,부산광역시 동래구 충렬대로428번길,37,,2.63E+24,,부산광역시 동래구 충렬대로428번길 37,607825,47891,,,,129.1044977,35.19476532
MA010120220808436693,달곰마카롱,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26320,북구,26320542,화명2동,2632010200,화명동,2.63E+18,1,대지,313,5,부산광역시 북구 화명동 313-5,2.63E+11,부산광역시 북구 양달로,78,,2.63E+24,도시화명그린아파트,부산광역시 북구 양달로 78,616833,46516,,,,129.0217398,35.24410859
MA010120220806380573,파리바게뜨 민락동방점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26500,수영구,26500800,민락동,2650010300,민락동,2.65E+18,1,대지,161,22,부산광역시 수영구 민락동 161-22,2.65E+11,부산광역시 수영구 광남로,203,,2.65E+24,,부산광역시 수영구 광남로 203,613829,48277,,,,129.1212387,35.15885975
MA010120220813158459,감천제빵소,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26380,사하구,26380630,감천2동,2638010800,감천동,2.64E+18,1,대지,2,311,부산광역시 사하구 감천동 2-311,2.64E+11,부산광역시 사하구 감내2로,145,,2.64E+24,,부산광역시 사하구 감내2로 145,604800,49363,,1,,129.0089605,35.09854822
MA010120220812859333,마음한줄 부암2호점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26230,부산진구,26230680,당감2동,2623010900,당감동,2.62E+18,1,대지,873,9,부산광역시 부산진구 당감동 873-9,2.62E+11,부산광역시 부산진구 가야대로703번길,45,,2.62E+24,,부산광역시 부산진구 가야대로703번길 45,614816,47262,,,,129.0486028,35.15910097
MA010120220811750196,청도통김밥,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26530,사상구,26530650,주례1동,2653010600,주례동,2.65E+18,1,대지,963,5,부산광역시 사상구 주례동 963-5,2.65E+11,부산광역시 사상구 백양대로506번길,10,,2.65E+24,,부산광역시 사상구 백양대로506번길 10,617836,46993,,,,128.9973169,35.15474888
MA010120220810643455,대박분식,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2.62E+18,1,대지,171,19,부산광역시 부산진구 개금동 171-19,2.62E+11,부산광역시 부산진구 가야대로482번길,14,,2.62E+24,일부동,부산광역시 부산진구 가야대로482번길 14,614813,47323,,1,,129.0246693,35.15242929
MA010120220809394042,정움,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26500,수영구,26500740,망미1동,2650010100,망미동,2.65E+18,1,대지,450,28,부산광역시 수영구 망미동 450-28,2.65E+11,부산광역시 수영구 과정로41번길,54,2,2.65E+24,,부산광역시 수영구 과정로41번길 54-2,613823,48209,,1,,129.1046201,35.1752533
MA010120220813235999,영도도나스,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,G47216,빵류; 과자류 및 당류 소매업,26,부산광역시,26110,중구,26110510,중앙동,2611010800,중앙동5가,2.61E+18,1,대지,10,9,부산광역시 중구 중앙동5가 10-9,2.61E+11,부산광역시 중구 중앙대로,42,,2.61E+24,,부산광역시 중구 중앙대로 42,600015,48942,,,,129.0367838,35.10138212
MA010120220811397463,새삼동 떡방앗간,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26290,남구,26290590,용호3동,2629010700,용호동,2.63E+18,1,대지,366,3,부산광역시 남구 용호동 366-3,2.63E+11,부산광역시 남구 동명로145번길,83,,2.63E+24,,부산광역시 남구 동명로145번길 83,608831,48578,,,,129.1130997,35.12333437
MA010120220813604564,온설기,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26530,사상구,26530650,주례1동,2653010600,주례동,2.65E+18,1,대지,311,9,부산광역시 사상구 주례동 311-9,2.65E+11,부산광역시 사상구 양지로8번길,45,15,2.65E+24,,부산광역시 사상구 양지로8번길 45-15,617836,46994,,1,,129.0047663,35.15425632
MA010120220805047056,풀소유올데이풀마니 해운대직영점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2.64E+18,1,대지,143,,부산광역시 해운대구 중동 143,2.64E+11,부산광역시 해운대구 대천로,40,,2.64E+24,,부산광역시 해운대구 대천로 40,612846,48082,,2,,129.169788,35.17060655
MA010120220812684420,이삭토스트&커피,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26380,사하구,26380530,괴정3동,2638010100,괴정동,2.64E+18,1,대지,955,2,부산광역시 사하구 괴정동 955-2,2.64E+11,부산광역시 사하구 사하로,184,,2.64E+24,,부산광역시 사하구 사하로 184,604811,49358,,1,,128.9941369,35.09815319
MA010120220813597925,인정국물떡볶이,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56199,간이 음식 포장 판매 전문점,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2.64E+18,1,대지,946,8,부산광역시 사하구 다대동 946-8,2.64E+11,부산광역시 사하구 윤공단로,62,,2.64E+24,,부산광역시 사하구 윤공단로 62,604823,49494,,1,,128.9677583,35.05768834
MA010120220803315456,총각네빵집,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2.62E+18,1,대지,887,9,부산광역시 부산진구 당감동 887-9,2.62E+11,부산광역시 부산진구 동평로,112,,2.62E+24,,부산광역시 부산진구 동평로 112,614817,47181,,1,,129.0415722,35.16581622
MA010120220810520303,보노보노,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2.64E+18,1,대지,1548,15,부산광역시 사하구 다대동 1548-15,2.64E+11,부산광역시 사하구 다대낙조2길,7,,2.64E+24,조성하이츠,부산광역시 사하구 다대낙조2길 7,604827,49505,,,,128.9651142,35.05071092
MA010120220804984185,후후박스,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26350,해운대구,26350554,좌4동,2635010700,좌동,2.64E+18,1,대지,1429,1,부산광역시 해운대구 좌동 1429-1,2.64E+11,부산광역시 해운대구 좌동로,152,,2.64E+24,신도시시장,부산광역시 해운대구 좌동로 152,612862,48108,,1,,129.1811176,35.17486361
MA010120220800054792,에그존샌드베이 수정역점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26320,북구,26320541,화명1동,2632010200,화명동,2.63E+18,1,대지,2324,,부산광역시 북구 화명동 2324,2.63E+11,부산광역시 북구 금곡대로,166,,2.63E+24,화명롯데캐슬카이저,부산광역시 북구 금곡대로 166,616700,46539,,,,129.0122059,35.22636147
MA010120220806826806,써브웨이 부산서면롯데점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2.62E+18,1,대지,502,22,부산광역시 부산진구 부전동 502-22,2.62E+11,부산광역시 부산진구 가야대로784번길,23,,2.62E+24,,부산광역시 부산진구 가야대로784번길 23,614847,47285,,1,,129.0573136,35.15641202
