이름,주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고
누림공원,부산광역시 해운대구 좌동 1437-3,5,0:00,24:00,,,,,
누림공원,부산광역시 해운대구 좌동 1437-3,6,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,0,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,1,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,2,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,3,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,4,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,5,0:00,24:00,,,,,
느티나무공원,부산광역시 사하구 감천동 234-3,6,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,0,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,1,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,2,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,3,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,4,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,5,0:00,24:00,,,,,
늘푸른공원,부산광역시 수영구 남천동 152,6,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,0,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,1,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,2,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,3,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,4,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,5,0:00,24:00,,,,,
늘푸른공원,부산광역시 연제구 연산동 789,6,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,0,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,1,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,2,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,3,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,4,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,5,0:00,24:00,,,,,
늘품공원,부산광역시 강서구 명지동 3232-7,6,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,0,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,1,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,2,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,3,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,4,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,5,0:00,24:00,,,,,
다누림공원,부산광역시 사상구 학장동 288-12,6,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,0,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,1,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,2,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,3,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,4,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,5,0:00,24:00,,,,,
다대포 근린공원,부산광역시 사하구 다대동 1548-10,6,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,0,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,1,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,2,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,3,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,4,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,5,0:00,24:00,,,,,
다대포 바다누리길,부산광역시 사하구 다대동 468-6,6,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,0,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,1,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,2,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,3,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,4,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,5,0:00,24:00,,,,,
다대포 해수욕장,부산광역시 사하구 다대동 482-3,6,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,0,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,1,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,2,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,3,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,4,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,5,0:00,24:00,,,,,
다대포해변공원,부산광역시 사하구 다대동 1674,6,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,0,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,1,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,2,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,3,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,4,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,5,0:00,24:00,,,,,
다람쥐공원,부산광역시 금정구 남산동 975-4,6,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,0,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,1,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,2,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,3,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,4,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,5,0:00,24:00,,,,,
다소미공원,부산광역시 해운대구 중동 1508-10,6,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,0,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,1,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,2,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,3,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,4,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,5,0:00,24:00,,,,,
다솜공원,부산광역시 사상구 주례동 54-228,6,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,0,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,1,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,2,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,3,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,4,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,5,0:00,24:00,,,,,
다송공원,부산광역시 사하구 다대동 94-1,6,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,0,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,1,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,2,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,3,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,4,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,5,0:00,24:00,,,,,
다온공원,부산광역시 사상구 엄궁동 674-2,6,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,0,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,1,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,2,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,3,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,4,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,5,0:00,24:00,,,,,
닥밭골 벽화마을,부산광역시 서구 동대신동2가 87-218,6,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,0,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,1,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,2,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,3,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,4,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,5,0:00,24:00,,,,,
단비동산공원,부산광역시 동래구 사직동 74-17,6,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,0,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,1,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,2,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,3,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,4,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,5,0:00,24:00,,,,,
달님공원,부산광역시 금정구 남산동 989-12,6,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),0,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),1,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),2,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),3,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),4,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),5,0:00,24:00,,,,,
담안골공원,부산광역시 해운대구 반송동 882(반송택지개발지구),6,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,0,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,1,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,2,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,3,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,4,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,5,0:00,24:00,,,,,
당곡공원,부산광역시 남구 대연동 산210-4,6,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,0,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,1,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,2,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,3,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,4,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,5,0:00,24:00,,,,,
대동골소공원,부산광역시 남구 대연동 243-10,6,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,0,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,1,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,2,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,3,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,4,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,5,0:00,24:00,,,,,
대룡마을,부산광역시 기장군 장안읍 오리 103 ,6,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,0,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,1,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,2,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,3,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,4,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,5,0:00,24:00,,,,,
대명소공원,부산광역시 동래구 명장동 508-81,6,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,0,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,1,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,2,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,3,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,4,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,5,0:00,24:00,,,,,
대성공원,부산광역시 사하구 다대동 1552-3,6,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,0,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,1,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,2,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,3,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,4,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,5,0:00,24:00,,,,,
대신공원,부산광역시 서구 서대신동3가 산2-1,6,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,0,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,1,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,2,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,3,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,4,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,5,0:00,24:00,,,,,
대연공원,부산광역시 남구 대연동 1346-305,6,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,0,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,1,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,2,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,3,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,4,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,5,0:00,24:00,,,,,
대연문화공원,부산광역시 남구 대연동 1864,6,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,0,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,1,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,2,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,3,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,4,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,5,0:00,24:00,,,,,
대연숲속소공원,부산광역시 남구 대연동 1808-4,6,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,0,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,1,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,2,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,3,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,4,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,5,0:00,24:00,,,,,
대연어린이공원,부산광역시 남구 대연동 1871,6,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,0,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,1,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,2,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,3,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,4,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,5,0:00,24:00,,,,,
대연혁신도시 어린이공원,부산광역시 남구 대연동 1860,6,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,0,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,1,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,2,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,3,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,4,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,5,0:00,24:00,,,,,
대일어린이공원,부산광역시 남구 대연동 1727-1,6,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,0,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,1,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,2,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,3,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,4,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,5,0:00,24:00,,,,,
대저생태공원,부산 강서구 대저1동 1-5,6,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,0,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,1,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,2,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,3,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,4,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,5,0:00,24:00,,,,,
대천공원,부산광역시 북구 금곡동 1897,6,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,0,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,1,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,2,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,3,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,4,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,5,0:00,24:00,,,,,
대천공원,부산광역시 해운대구 좌동 1381,6,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,0,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,1,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,2,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,3,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,4,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,5,0:00,24:00,,,,,
대천산림문화공원,부산광역시 해운대구 좌동 1390,6,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,0,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,1,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,2,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,3,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,4,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,5,0:00,24:00,,,,,
대천천수변공원,부산광역시 북구 화명동 311,6,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,0,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,1,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,2,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,3,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,4,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,5,0:00,24:00,,,,,
대청스카이전망대,부산광역시 중구 대청동4가 2-119,6,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,0,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,1,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,2,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,3,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,4,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,5,0:00,24:00,,,,,
대항 어촌마을,부산광역시 강서구 대항동 245-1,6,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,0,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,1,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,2,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,3,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,4,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,5,0:00,24:00,,,,,
대항 어항동 방파제 등대,부산 강서구 대항동 393-3,6,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,0,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,1,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,2,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,3,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,4,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,5,0:00,24:00,,,,,
더불어공원,부산광역시 사하구 다대동 86-1,6,0:00,24:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,0,,,,,,TRUE,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,1,9:00,18:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,2,9:00,18:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,3,9:00,18:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,4,9:00,18:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,5,9:00,18:00,,,,,
더휴일X데스커 워케이션 센터,부산광역시 영도구 봉래동2가 115,6,,,,,,TRUE,
덕내공원,부산광역시 북구 덕천동 342-6,0,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,1,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,2,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,3,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,4,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,5,0:00,24:00,,,,,
덕내공원,부산광역시 북구 덕천동 342-6,6,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,0,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,1,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,2,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,3,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,4,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,5,0:00,24:00,,,,,
덕두공원,부산광역시 강서구 대저2동 3136-3,6,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,0,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,1,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,2,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,3,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,4,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,5,0:00,24:00,,,,,
덕발공원,부산광역시 기장군 기장읍 청강리 188,6,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,0,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,1,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,2,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,3,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,4,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,5,0:00,24:00,,,,,
덕천개발지구(휴공원),부산광역시 북구 덕천동 807,6,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,0,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,1,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,2,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,3,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,4,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,5,0:00,24:00,,,,,
덕천공원,부산광역시 북구 덕천동 811-1,6,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,0,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,1,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,2,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,3,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,4,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,5,0:00,24:00,,,,,
덕천근린공원,부산광역시 북구 덕천동 산 93,6,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,0,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,1,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,2,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,3,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,4,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,5,0:00,24:00,,,,,
덕천소공원,부산광역시 북구 덕천동 819,6,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,0,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,1,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,2,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,3,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,4,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,5,0:00,24:00,,,,,
덕포공원,부산광역시 사상구 덕포동 365-1,6,0:00,24:00,,,,,
덕포백양공원,부산광역시 사상구 덕포동 776-1,0,0:00,24:00,,,,,
덕포백양공원,부산광역시 사상구 덕포동 776-1,1,0:00,24:00,,,,,
덕포백양공원,부산광역시 사상구 덕포동 776-1,2,0:00,24:00,,,,,
덕포백양공원,부산광역시 사상구 덕포동 776-1,3,0:00,24:00,,,,,
