상가업소번호,이름,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220803235451,부산요트투어블랙펄,R1,예술·스포츠,R104,유원지·오락,R10409,수상/해양 레저업,R91239,기타 수상오락 서비스업,26,부산광역시,26350,해운대구,26350525,우3동,2635010500,우동,2.63501E+18,1,대지,1393,,부산광역시 해운대구 우동 1393,2.63503E+11,부산광역시 해운대구 해운대해변로,52,,2.63501E+24,요트경기장,부산광역시 해운대구 해운대해변로 52,612797,48090,,,,129.1380786,35.1624926
MA010120220812567485,서정민코치야구레슨장,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,R91299,그 외 기타 분류 안된 오락관련 서비스업,26,부산광역시,26380,사하구,26380540,괴정4동,2638010100,괴정동,2.63801E+18,1,대지,553,9,부산광역시 사하구 괴정동 553-9,2.63803E+11,부산광역시 사하구 장평로,441,,2.63801E+24,,부산광역시 사하구 장평로 441,604813,49402,,1,,128.9861175,35.0975459
MA010120220806533110,본노래연습장,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,26,부산광역시,26380,사하구,26380550,당리동,2638010200,당리동,2.63801E+18,1,대지,301,27,부산광역시 사하구 당리동 301-27,2.63803E+11,부산광역시 사하구 승학로,3,,2.63801E+24,,부산광역시 사하구 승학로 3,604829,49316,,,,128.9692716,35.10651723
MA010120220806910831,탑보이스동전노래연습장,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2.62301E+18,1,대지,319,4,부산광역시 부산진구 당감동 319-4,2.62304E+11,부산광역시 부산진구 당감로64번길,16,,2.62301E+24,,부산광역시 부산진구 당감로64번길 16,614817,47144,,2,,129.0397392,35.16755933
MA010120220812239422,할리우드당구장,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2.62301E+18,1,대지,540,87,부산광역시 부산진구 개금동 540-87,2.62303E+11,부산광역시 부산진구 복지로,49,,2.62301E+24,,부산광역시 부산진구 복지로 49,614814,47386,,,,129.0208697,35.14875289
MA010120220802939530,듀오짐,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2.63801E+18,1,대지,504,19,부산광역시 사하구 하단동 504-19,2.63804E+11,부산광역시 사하구 낙동대로519번길,13,,2.63801E+24,,부산광역시 사하구 낙동대로519번길 13,604851,49309,,,,128.9646092,35.11009852
MA010120220813993502,카니발노래연습장,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,26,부산광역시,26260,동래구,26260570,온천3동,2626010800,온천동,2.62601E+18,1,대지,1468,12,부산광역시 동래구 온천동 1468-12,2.62604E+11,부산광역시 동래구 충렬대로108번길,102,,2.62601E+24,,부산광역시 동래구 충렬대로108번길 102,607843,47828,,1,,129.0737186,35.2022264
MA010120220813431168,여울노래연습장,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,26,부산광역시,26470,연제구,26470720,연산8동,2647010200,연산동,2.64701E+18,1,대지,339,14,부산광역시 연제구 연산동 339-14,2.64703E+11,부산광역시 연제구 연동로,21,,2.64701E+24,,부산광역시 연제구 연동로 21,611815,47555,,,,129.0933574,35.18715452
MA010120220813173175,삼거리노래연습장,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,26,부산광역시,26320,북구,26320510,구포1동,2632010500,구포동,2.63201E+18,1,대지,654,4,부산광역시 북구 구포동 654-4,2.63204E+11,부산광역시 북구 구포시장길,74,,2.63201E+24,,부산광역시 북구 구포시장길 74,616803,46587,,1,,129.0030489,35.20590375
MA010120220810696390,조은생각,R1,예술·스포츠,R104,유원지·오락,R10410,복권 발행/판매업,R91241,복권 발행 및 판매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2.65301E+18,1,대지,263,7,부산광역시 사상구 괘법동 263-7,2.65303E+11,부산광역시 사상구 운산로,74,1,2.65301E+24,,부산광역시 사상구 운산로 74-1,617806,46966,,,,128.9844856,35.16722481
MA010120220810696362,킹앤퀸당구장,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,26,부산광역시,26530,사상구,26530660,주례2동,2653010600,주례동,2.65301E+18,1,대지,166,18,부산광역시 사상구 주례동 166-18,2.65304E+11,부산광역시 사상구 가야대로344번길,79,,2.65301E+24,,부산광역시 사상구 가야대로344번길 79,617835,47008,,,,129.0106183,35.14726534
